"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-02-23",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-02-24",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2025-02-25",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-02-26",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-02-27",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-02-28",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-01",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-02",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-03",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-04",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-05",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-06",,"85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-07",,"85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-08",,"84",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-09",,"85",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-10",,"89",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-11",,"89",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-12",,"88",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-13",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-14",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-15",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-16",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-17",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-18",,"83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-19",,"83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-20",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-21",,"83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-22",,"83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-23",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-24",,"84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-25",,"84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-26",,"82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-27",,"81",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-28",,"86",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-29",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-30",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-03-31",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-01",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-02","0.00","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-03",,"86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-04",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-05",,"87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-06",,"85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-07",,"87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-08",,"87","94","74"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-09",,"86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-10",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-11",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-12",,"84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2025-04-13",,"85",,"76"
